12.4454 9.74354
11.4869 8.48109
10.3089 7.8211
10.0735 8.4748
9.99241 9.6611
11.121 8.4455
6.53131 9.24825
8.11771 9.09367
13.286 8.0974
10.2191 10.1657
10.8266 8.60227
11.5165 9.85531
9.69942 9.56236
10.179 9.25451
11.3199 8.28916
10.402 8.85605
12.4463 9.06225
8.3765 9.48224
6.94754 9.49249
8.70646 7.89747
11.4446 8.166
11.8023 9.61588
7.9028 9.08173
10.7093 9.50479
8.92957 8.90973
6.83641 8.54696
9.46343 9.97334
12.633 9.72559
8.07509 9.7056
10.9241 9.30696
8.25023 8.56504
8.7906 8.13353
10.4229 9.21595
8.39553 7.9911
10.3944 8.02614
9.03014 8.58279
13.3067 9.965
10.5762 9.00645
8.57604 8.5872
11.2769 8.38929
13.4382 8.77768
8.74918 9.67784
10.3784 8.58741
11.4607 8.42992
9.37885 7.61578
12.0032 9.98512
9.01588 8.04251
8.86841 8.75967
10.1835 7.61699
11.0021 8.40108
11.235 9.89733
11.7275 8.1497
10.5679 7.91751
9.26132 8.9756
11.4246 8.60898
9.75679 7.9155
8.16338 9.29921
10.2184 8.30646
8.68443 9.61347
9.91185 8.35943
15.1861 9.35048
8.60526 9.04205
10.2579 8.97063
10.0433 8.90566
8.41754 9.31711
12.2152 9.79102
7.41771 8.3087
6.254 8.27339
7.59847 8.19143
6.68833 9.05672
10.1907 9.02386
8.37762 9.8629
7.08602 8.06749
9.01295 8.65259
11.3722 9.33004
6.46028 8.17373
9.26627 9.12364
8.61664 8.78066
7.12256 8.51976
10.4045 10.0534
11.8189 8.3248
12.2057 8.49489
9.83828 9.4311
10.5118 10.148
9.0202 9.20737
10.1894 9.61348
9.022 8.09583
13.2511 8.7982
11.1224 8.13541
10.0383 7.71143
11.2328 9.619
10.9805 8.98496
11.8132 8.14983
11.4023 9.83219
8.79311 9.71932
7.64558 9.75415
11.357 9.48912
10.6761 9.71997
9.81114 8.11375
14.4588 9.68787
6.0314 9.3301
9.61397 7.93544
6.81022 8.22929
8.08123 9.74728
9.06051 9.73406
9.51886 9.15221
10.0545 9.99982
9.22846 7.67221
1.99612 10.1973
2.10267 10.1316
1.02853 8.14145
3.0764 10.1784
-2.62075 9.62061
-0.63794 10.0672
4.43748 9.64634
0.482585 8.84522
1.22922 9.17825
1.35585 7.61936
-0.971684 8.63478
1.60785 8.23435
3.37413 7.67697
1.29928 9.74252
-0.978036 9.55965
-1.59675 9.3973
-0.796782 8.74937
-0.715332 9.17189
-1.13665 8.55101
0.246919 8.00032
-3.36777 9.2118
2.90405 9.06242
1.45507 9.76387
-0.830344 9.48598
-0.167482 8.64784
-1.62346 9.99168
0.786088 8.09545
0.865686 8.15951
-0.202484 8.13487
-1.17296 9.71721
0.103919 8.89752
-0.348379 8.5548
-0.0596768 7.62843
4.39452 8.90047
-0.412103 7.90307
-2.30689 8.83601
-4.93527 8.05734
2.17365 10.0752
-4.73646 9.35719
0.544097 8.02255
2.39786 9.78454
1.05236 9.77875
0.980346 9.69457
0.742897 9.05421
0.176966 8.64468
-2.61743 9.17887
-1.70915 8.95119
-1.34688 9.9333
0.976487 9.82648
-1.27483 10.0699
-0.167336 10.0242
-0.42784 9.97796
1.43314 9.75471
0.118 9.1039
0.447505 8.90247
2.8698 8.06393
-1.5733 8.07759
-0.117569 7.94299
-4.06032 9.0222
-0.707646 8.5557
-0.683905 9.65549
1.89757 8.44515
-0.126571 8.5235
-0.0915738 7.84639
-1.91857 9.07972
-1.157 9.83488
-1.66828 9.49956
3.06442 9.86266
0.67713 9.50936
-1.27476 9.77471
1.60139 9.11191
-2.9473 9.80743
-1.90381 8.88197
-2.63491 8.92244
0.968859 9.87595
-0.138175 7.91574
-2.04975 9.01558
0.920658 7.79629
2.02086 7.9558
0.556434 8.95105
1.7047 9.94791
-0.963134 8.5293
4.04703 9.66569
0.291194 7.60402
1.74836 9.95608
0.473845 10.0556
-3.98026 8.08608
-0.891816 9.16533
0.489532 9.46746
1.76779 8.00182
3.9813 9.72535
0.129431 10.0423
1.66291 8.18913
-2.34819 10.1107
1.10125 9.98357
-5.0028 9.90037
0.697787 9.63589
-1.04237 9.16465
2.95895 9.99118
-1.32272 8.97541
-0.880111 8.88475
-4.53819 9.21133
-4.79167 7.96302
1.30293 7.96546
-0.800308 8.14481
1.07244 10.1226
1.01521 8.88586
2.67731 8.9268
-3.947 8.00537
-0.297333 9.34092
0.055897 9.56236
3.16388 10.0926
-0.396562 9.02468
2.31897 9.74396
1.28836 9.32739
11.3589 10.262
9.15449 10.7772
13.8943 10.2023
10.5972 11.5332
9.28254 10.6751
12.7217 10.5749
12.4021 10.4588
11.2099 11.4847
12.7127 11.624
8.16903 10.7732
12.4226 12.2299
13.7967 13.5089
10.5839 10.253
8.45717 10.6407
9.86273 11.203
9.22719 10.2892
12.4162 13.0268
9.7351 14.328
10.1145 11.9807
10.8378 10.2192
9.19329 11.7556
10.6373 12.5112
9.89848 11.646
9.5061 10.7594
9.1052 10.5169
8.56484 10.9257
7.19313 11.8559
16.7028 11.3589
7.89456 10.8693
12.7134 12.8592
11.3752 11.1388
8.46402 13.7425
10.6906 10.3299
10.0057 10.9791
12.1739 11.0418
11.1907 10.9506
12.1365 10.5123
7.2151 11.9754
10.3504 13.0567
9.85428 11.0818
9.99609 10.9213
8.90139 12.921
11.5386 10.2637
10.2943 10.27
6.65601 10.9838
11.5282 11.4595
8.0266 12.2569
5.1908 10.7109
11.0584 11.393
9.90201 10.7604
11.853 11.3909
8.67662 10.8684
10.2428 10.6068
9.336 13.571
11.0692 10.5986
6.09359 11.5285
10.937 10.334
10.5044 11.3444
5.37289 11.2321
9.16776 10.4607
10.8287 11.3208
10.2308 10.8904
9.54046 14.0261
11.0875 11.8076
12.4552 12.4311
10.2763 11.6383
8.52845 10.8047
10.9113 11.6067
13.2952 11.5183
8.02287 10.7111
5.40527 13.0609
10.2841 10.4977
7.48926 12.6038
5.53483 10.4752
10.342 12.3517
10.1462 10.3754
11.6497 12.4336
8.998 11.0552
11.1943 10.3176
9.13298 12.172
8.67291 12.6823
13.673 10.2271
8.92991 13.3195
8.8441 11.1652
7.99194 12.4253
9.43326 11.2891
9.57835 13.299
10.3556 11.7023
7.79118 11.9497
9.78484 10.7511
13.191 11.3626
7.52309 11.0431
9.90783 10.5621
11.2209 11.7377
8.35083 10.7356
9.65417 10.316
6.36656 12.0772
13.3787 12.5199
9.89127 11.0474
10.3215 12.1823
8.18689 10.6024
13.0244 10.3577
11.92 10.9393
7.96652 10.873
14.0068 11.5287
9.98768 13.438
7.85474 10.8648
10.7001 10.8782
10.7504 11.2916
10.3094 10.6567
10.4872 11.9422
8.29856 14.7114
9.14186 12.8408
8.31361 12.2509
